date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:24:12	311/311	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2015%20Jul%202020%2023:24:12%20GMT	https://accounts.google.com/AccountChooser?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=6810403357797846023	C:/Mis%20lugares%20Web/Copia%20Google%20Logon/accounts.google.com/AccountChooser.55c4f9.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=6810403357797846023)
01:24:13	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ES&hl=es&privacy=true	C:/Mis%20lugares%20Web/Copia%20Google%20Logon/accounts.google.com/TOS.56cbbf.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=6810403357797846023)
01:24:13	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ES&hl=es	C:/Mis%20lugares%20Web/Copia%20Google%20Logon/accounts.google.com/TOS.57c5db.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=6810403357797846023)
01:24:13	371221/371221	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jul%202020%2023:24:10%20GMT	https://accounts.google.com/SignUp?dsh=6810403357797846023&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=es	C:/Mis%20lugares%20Web/Copia%20Google%20Logon/accounts.google.com/SignUp7544.html	(from https://accounts.google.com/SignUpWithoutGmail?hl=es)
01:24:13	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ES&hl=es	C:/Mis%20lugares%20Web/Copia%20Google%20Logon/accounts.google.com/TOS.59c5db.delayed	(from https://accounts.google.com/SignUp?dsh=6810403357797846023&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=es)
01:24:13	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ES&hl=es&privacy=true	C:/Mis%20lugares%20Web/Copia%20Google%20Logon/accounts.google.com/TOS.5acbbf.delayed	(from https://accounts.google.com/SignUp?dsh=6810403357797846023&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=es)
01:24:13	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ES&hl=es	C:/Mis%20lugares%20Web/Copia%20Google%20Logon/accounts.google.com/TOS.5bc5db.delayed	(from https://accounts.google.com/SignUp?dsh=6810403357797846023&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=es)
01:24:14	370074/370074	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jul%202020%2023:24:12%20GMT	https://accounts.google.com/SignUpWithoutGmail?dsh=6810403357797846023&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=es	C:/Mis%20lugares%20Web/Copia%20Google%20Logon/accounts.google.com/SignUpWithoutGmail7544.html	(from https://accounts.google.com/SignUp?dsh=6810403357797846023&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=es)
01:24:14	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ES&hl=es	C:/Mis%20lugares%20Web/Copia%20Google%20Logon/accounts.google.com/TOS.5cc5db.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=6810403357797846023&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=es)
01:24:14	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ES&hl=es&privacy=true	C:/Mis%20lugares%20Web/Copia%20Google%20Logon/accounts.google.com/TOS.5dcbbf.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=6810403357797846023&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=es)
01:24:14	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ES&hl=es	C:/Mis%20lugares%20Web/Copia%20Google%20Logon/accounts.google.com/TOS.5ec5db.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=6810403357797846023&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=es)
